Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts POS Replicate 1	Raw Counts POS Replicate 2	Raw Counts POS Replicate 3	Normalized Counts POS Replicate 1	Normalized Counts POS Replicate 2	Normalized Counts POS Replicate 3	RPKM POS	Variance POS	Lowess POS	Expression POS	Raw Counts NEG Replicate 1	Raw Counts NEG Replicate 2	Normalized Counts NEG Replicate 1	Normalized Counts NEG Replicate 2	RPKM NEG	Variance NEG	Lowess NEG	Expression NEG	pValue POS vs NEG	qValue POS vs NEG
	1063988	1062171		-	-	CCNA_00983	hybrid sensor histidine kinase/receiver protein	2306	8351	0	5278	29009	0	1	11312185253	10957984007	6	0	0	0	0	0	0	244	0	1.0	1.0
	1064613	1064062		-	-	CCNA_00984	phosphinothricin N-acetyltransferase	4509	0	2850	10321	0	16580	2	2599290585	7112641550	16	0	0	0	0	0	0	244	0	1.0	1.0
	1066802	1064610		-	ptrB	CCNA_00985	protease II PtrB	38789	1344	14113	88788	4668	82104	4	161297355183	287727299198	26	35167	6000	65858	98344	3	29297798053	445703162423	37	0.5721565113389989	1.0
	1066823	1067782		+	-	CCNA_00986	general stress protein 17O	11653	0	450	26673	0	2617	2	10040190456	8270830939	10	21245	0	39786	0	4	47655899707	30763174323	20	0.6363414690383545	1.0
	1067843	1068046		+	-	CCNA_00987	stress response protein CsbD	25315	98588	61232	57946	342474	356227	164	3492330998192	9085284672746	1236	49558	2541	92808	41648	51	87135934086	271874693861	329	0.6327334038320751	1.0
	1069569	1068127		-	-	CCNA_00988	isopenicillin N epimerase	7600	4450	0	17396	15458	0	1	3549820132	10168612290	7	0	0	0	0	0	0	244	0	1.0	1.0
	1069657	1071558		+	-	CCNA_00989	acyl esterase protein	9049	0	4001	20713	0	23276	1	7149720189	16006379327	7	8999	0	16852	0	0	6063557304	6875001264	4	0.6145863313417584	1.0
	1072052	1071582		-	-	CCNA_00990	general stress protein 17O	0	0	0	0	0	0	0	0	356	0	8751	0	16388	0	3	5670564541	6578445085	17	1.0	1.0
	1072560	1072114		-	-	CCNA_00991	nodulation protein N	11372	0	0	26030	0	0	4	10582602883	6706336362	19	17823	0	33377	0	8	31263494690	24009554485	37	0.626971965480102	1.0
	1073638	1072625		-	-	CCNA_00992	conserved hypothetical protein	600	7150	2585	1373	24837	15038	1	5904560984	14540553757	13	5698	0	10670	0	1	2024690344	2245114006	5	0.6634936960946343	1.0
	1075248	1073710		-	-	CCNA_00993	long-chain-fatty-acid--CoA ligase	1400	0	1650	3204	0	9599	0	714040464	1969541728	2	0	1600	0	26225	0	17525935072	16202098842	8	0.703076778029925	1.0
	1077076	1075409		-	-	CCNA_00994	oxidoreductase, GMC family	14635	0	7000	33499	0	40723	2	25636874021	40420300031	14	0	50	0	819	0	4272146	8614684	0	0.0	0.0
	1077242	1078576		+	-	CCNA_00995	cytochrome P450 CypX	1600	0	8648	3662	0	50311	1	47318413433	22300298982	13	0	0	0	0	0	0	244	0	1.0	1.0
	1078807	1079691		+	-	CCNA_00996	enoyl-CoA hydratase	11758	0	2650	26914	0	15416	2	8187367693	15104703339	15	0	0	0	0	0	0	244	0	1.0	1.0
	1079915	1081138		+	-	CCNA_00997	conserved hypothetical protein	4417	0	1749	10110	0	10175	0	1102093895	4463332239	5	650	2550	1217	41796	0	49967454128	34180224080	17	0.7017952992324868	1.0
1081336			1080923	-	-	CCNA_R0126	small non-coding RNA	16592	0	0	37979	0	0	7	26203479015	12914025183	30	11049	0	20691	0	5	9922921601	10373142747	24	0.5451548245608527	1.0
	1081367	1081786		+	-	CCNA_00998	ROS/MUCR transcriptional regulator	15330	0	3499	35090	0	20356	8	15502735889	23371714937	44	9249	3370	17320	55236	6	42455898879	86289559237	86	0.6204785513564173	1.0
	1081984	1082481		+	mopJ	CCNA_00999	PAS-family motility and cell cycle regulatory protein MopJ	23121	13931	30237	52924	48393	175909	24	459871483093	725734174896	185	5940	2149	11124	35223	3	14307430934	37914481243	46	0.7147456402998433	1.0
	1082537	1082725		+	-	CCNA_01000	hypothetical protein	50	0	0	114	0	0	0	23122	24670	0	0	50	0	819	0	4272146	8614684	2	6.846839704231195E-22	1.0
	1083940	1083029		-	-	CCNA_01001	ribokinase	6150	6000	4799	14077	20842	27919	3	1646241285	29213801816	22	0	2049	0	33584	0	31730858045	24229393888	18	0.5500261722168197	1.0
	1084761	1083961		-	fliP	CCNA_01002	flagellar biosyntheis protein FliP	1344	0	0	3076	0	0	0	62895798	67496878	1	0	0	0	0	0	0	244	0	1.0	1.0
	1085081	1084761		-	fliO	CCNA_01003	flagellar biosynthesis protein FliO	1739	0	0	3980	0	0	0	116727701	130276879	4	0	0	0	0	0	0	244	0	1.0	1.0
	1085196	1085639		+	flgB	CCNA_01004	flagellar basal-body rod protein FlgB	6400	0	0	14649	0	0	2	2663137830	2576134654	10	0	0	0	0	0	0	244	0	1.0	1.0
	1085652	1086071		+	flgC	CCNA_01005	flagellar basal-body rod protein flgC	2042	50	0	4674	173	0	0	164358698	225336958	3	8345	0	15627	0	4	5059009285	6111559670	18	0.38555326868940454	1.0
	1086082	1086393		+	fliE	CCNA_01006	flagellar hook-basal body complex protein FliE	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	1086663	1086496		-	-	CCNA_01007	hypothetical protein	31223	27311	11821	71469	94872	68770	75	9479095413	523855715563	466	34201	3739	64049	61285	45	79150798	234939776827	373	0.5326090611214175	1.0
	1088464	1086800		-	-	CCNA_01008	urocanate hydratase	8551	12800	5045	19573	44464	29350	2	6854180166	62001393154	18	27474	4550	51451	74577	3	12960007603	237454888768	37	0.6217170441142129	1.0
	1089404	1088589		-	-	CCNA_01009	N-formylglutamate deformylase	4900	0	0	11216	0	0	1	1403025951	1520909140	4	4700	1800	8801	29503	1	9935587110	29175334379	23	0.6455758724512802	1.0
	1091064	1089523		-	-	CCNA_01010	histidine ammonia-lyase	63156	49903	29047	144564	173352	168985	16	11422812981	3140260313032	105	56598	2864	105992	46943	7	122934596079	371548784160	49	0.6202939853682992	1.0
	1092254	1091049		-	-	CCNA_01011	imidazolonepropionase	66511	17053	31788	152244	59238	184932	17	358448156872	1739766665423	109	150137	18519	281165	303540	28	11972788529	7939458807083	242	0.6534717805582002	1.0
	1092339	1093718		+	-	CCNA_01012	N-formimino-L-glutamate deiminase	25442	45798	39600	58237	159092	230379	14	705921879553	2452917664538	108	19950	150	37360	2458	2	34802044599	30796999239	14	0.0035960743837027075	0.04320577605125165
	1093715	1094422		+	-	CCNA_01013	histidine utilization repressor	2450	5100	7050	5608	17716	41014	3	16307294653	30593501255	30	1400	0	2621	0	0	69676276	151068963	1	9.143129206405894E-13	2.441155739095953E-11
1094527			1094451	-	-	CCNA_R0023	tRNA-Met	26458	2400	1795	60562	8337	10442	72	53678872909	45686736664	343	2026	0	3794	0	5	169276857	300054342	24	1.3671013049612901E-9	3.1025604615371496E-8
	1095267	1094791		-	-	CCNA_01014	cysteinyl-tRNA(Pro) deacylase	19076	4450	0	43665	15458	0	8	26819517017	26117266518	41	21299	1900	39887	31142	9	1255994001	82731179038	74	0.6065591009681227	1.0
	1095313	1096998		+	-	CCNA_01015	multicopper oxidase PcoA	61087	18095	17529	139828	62858	101978	10	101099002480	875247253800	60	10370	6039	19420	98983	1	251461073877	211278708908	35	0.5882850505785887	1.0
	1096995	1097903		+	-	CCNA_01016	copper resistance protein B	52011	49394	23019	119053	171584	133917	24	43478300153	2095118741187	155	59543	2627	111507	43058	13	175244769233	381752876804	85	0.5997862067248332	1.0
	1098179	1099771		+	-	CCNA_01017	acyl-CoA synthetase	20947	12800	4090	47947	44464	23794	4	7549890647	102733287448	24	52905	21448	99076	351548	9	4018608829814	4164196677106	141	0.024121300604140083	0.23974577364455532
	1100821	1099898		-	-	CCNA_01018	D-galactose 1-dehydrogenase	1800	0	0	4120	0	0	0	126825850	143587426	1	0	0	0	0	0	0	244	0	1.0	1.0
1101052			1100899	-	-	CCNA_R0127	small non-coding RNA	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	1103268	1100992		-	-	CCNA_01019	beta-glucosidase	8750	0	0	20028	0	0	0	5641371405	4384957561	2	3150	0	5899	0	0	488238666	662664994	1	0.6422254275373376	1.0
	1104375	1103332		-	-	CCNA_01020	LacI-family transcriptional regulator	62677	0	0	143468	0	0	10	636306852508	183489020508	45	13165	0	24654	0	2	15111018774	14517414115	11	0.7152493460592905	1.0
	1105026	1108139		+	-	CCNA_01021	TonB-dependent receptor	19550	0	48	44750	0	279	1	38558381960	16593163997	4	0	4150	0	68021	0	172626408442	75905679426	10	0.6450797508551142	1.0
	1108366	1109898		+	-	CCNA_01022	tryptophan halogenase superfamily protein	1750	7000	0	4005	24316	0	1	7524182144	7786856332	6	0	0	0	0	0	0	244	0	1.0	1.0
	1109908	1111458		+	-	CCNA_01023	tryptophan halogenase superfamily protein	1150	4850	3001	2632	16847	17458	1	2611571179	12385010909	7	0	0	0	0	0	0	244	0	1.0	1.0
	1112111	1111617		-	-	CCNA_01024	hypothetical protein	79365	95161	222283	181667	330569	1293170	145	74708859276681	78204445498693	1215	33807	3452	63311	56580	15	670123786	216291742215	121	1.569377531000458E-6	3.0240128368570146E-5
	1112747	1112124		-	-	CCNA_01025	hypothetical protein	59870	88270	192415	137043	306631	1119407	99	53528906025980	58375220693695	834	70854	42944	132690	703884	37	28513119457630	16989142754953	670	0.5367924256184957	1.0
	1113450	1112731		-	-	CCNA_01026	hypothetical protein	45579	16809	63940	104330	58390	371982	31	3540945662092	4010299029728	247	32048	3998	60017	65530	10	415045017	235703821089	87	0.6450876854787853	1.0
	1114013	1113648		-	-	CCNA_01027	acetyltransferase	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	1114031	1115644		+	-	CCNA_01028	M17 family aminopeptidase	66625	174493	288178	152505	606152	1676525	59	139445355067032	157710416528941	502	22076	2351	41342	38534	3	82208562	104864257315	24	6.111218484736671E-27	2.209232523022062E-25
	1118816	1115733		-	-	CCNA_01029	alpha-L-rhamnosidase	6551	0	3550	14995	0	20652	0	4653669166	11699967569	3	0	0	0	0	0	0	244	0	1.0	1.0
	1119501	1118884		-	-	CCNA_01030	peptidyl-prolyl cis-trans isomerase	13449	0	2751	30784	0	16004	4	11214571770	17637021051	25	21207	0	39714	0	6	47449181008	30686427152	32	0.5453441436174459	1.0
	1119701	1121353		+	-	CCNA_01031	transporter, major facilitator superfamily	13198	17847	3193	30210	61996	18575	3	27806088050	91296216689	22	0	0	0	0	0	0	244	0	1.0	1.0
	1121440	1122033		+	-	CCNA_01032	RNA polymerase ECF-type sigma factor	6536	49	30986	14960	170	180266	11	999587753204	355490065716	109	12898	0	24154	0	4	14385923744	13992593451	20	0.16584014355532156	1.0
	1121997	1122992		+	-	CCNA_01033	FecR family protein	24269	6600	4211	55551	22927	24498	6	17198537030	76968659641	34	30844	0	57762	0	6	116601822481	55781860564	28	0.5332791156506143	1.0
1123071			1123037	-	-	CCNA_R0128	small non-coding RNA	10874	0	578	24890	0	3362	59	8187811878	7753307748	269	0	0	0	0	0	0	244	0	1.0	1.0
	1123256	1126540		+	-	CCNA_01034	TonB-dependent outer membrane receptor	113159	0	2300	259022	0	13380	6	2473351957338	700596132372	27	68094	1000	127521	16390	4	560749040076	318733763810	21	0.5356266799630277	1.0
	1126541	1128433		+	-	CCNA_01035	gamma-glutamyltranspeptidase	39785	0	5099	91068	0	29664	4	158742069407	113423015024	21	40652	1950	76130	31961	4	61241548845	178356269319	28	0.5592132918160908	1.0
1128325			1128505	+	-	CCNA_R0129	small non-coding RNA	2448	0	0	5603	0	0	2	265255270	330455521	10	0	0	0	0	0	0	244	0	1.0	1.0
	1132048	1129199		-	-	CCNA_01036	M14 peptidase-family protein	29400	8614	4449	67296	29923	25882	2	28878210820	119653391692	14	60900	5601	114049	91804	4	11806516827	784464784878	36	0.6530257378975174	1.0
	1132891	1132130		-	-	CCNA_01037	GntR-family transcriptional regulator	19576	0	4950	44809	0	28797	5	28494318784	39776657448	32	4399	300	8238	4917	1	122972882	3810154338	8	0.7131919604533747	1.0
	1133387	1132998		-	-	CCNA_01038	glyoxalase family protein	15414	7450	3000	35282	25879	17453	12	3025200532	44947416215	67	7549	2347	14137	38469	5	14641674368	46973085087	67	0.49957500680692074	1.0
	1133616	1134932		+	-	CCNA_01039	putative hexuronate transporter, major facilitator superfamily	1250	6300	0	2861	21884	0	1	6037941277	6142323550	6	0	0	0	0	0	0	244	0	1.0	1.0
	1134929	1136569		+	-	CCNA_01040	beta-xylosidase/alpha-L-arabinofuranosidase	5600	0	0	12818	0	0	0	1932961224	1979760369	2	2850	0	5337	0	0	383952332	563006546	1	0.5863247274442036	1.0
	1136704	1136570		-	-	CCNA_01041	hypothetical protein	4350	0	0	9957	0	0	5	1054296856	1192409462	24	0	0	0	0	0	0	244	0	1.0	1.0
1136907			1136823	-	-	CCNA_R0130	small non-coding RNA	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	1139762	1137267		-	-	CCNA_01042	TonB-dependent receptor	55382	11401	50	126769	39604	290	4	352097001338	258422847199	22	64446	0	120689	0	5	683543973176	218952300615	24	0.47439726221830303	1.0
	1139944	1139759		-	-	CCNA_01043	hypothetical protein	69664	0	0	159461	0	0	67	820021528376	234785290963	285	28963	0	54239	0	31	100256380782	49652638651	145	0.6159449606827094	1.0
	1140124	1140756		+	-	CCNA_01044	AcrR-family transcriptional regulator	8006	0	15078	18325	0	87718	6	157298818507	82337941397	55	13649	0	25560	0	4	16478210406	15484207200	20	0.6855946208880322	1.0
	1141093	1140749		-	-	CCNA_01045	conserved hypothetical cytosolic protein	66429	104152	67143	152056	361802	390616	125	1884431822745	14828848646027	873	21644	105	40533	1721	12	44903734325	33366220606	61	3.8190382663516524E-11	9.512665437833232E-10
	1141746	1141093		-	-	CCNA_01046	peptide methionine sulfoxide reductase msrA	282860	248890	211627	647469	864591	1231176	206	13417235573426	204616682437465	1398	1482499	785516	2776319	12875200	703	28120291383802408	19165961680902096	11965	0.2641486648181603	1.0
1141901			1141990	+	-	CCNA_R0024	tRNA-Ser	13515	0	0	30935	0	0	27	16015289156	9121004658	114	4650	650	8708	10653	11	34054240	9005668044	107	0.515031249135455	1.0
	1142237	1144948		+	-	CCNA_01047	TonB-dependent receptor	74795	0	2300	171206	0	13380	5	889063975069	317658310610	22	48244	6950	90347	113915	4	13562462675	770907976990	37	0.6008594245494694	1.0
	1145106	1145369		+	-	CCNA_01048	hypothetical protein	1750	0	0	4005	0	0	1	118495141	133807717	5	13244	0	24802	0	10	15329644827	14677468659	46	9.773095561498005E-5	0.0015122384609363392
	1145454	1145606		+	-	CCNA_03945	hypothetical protein	3485	5031	604	7977	17476	3513	10	1768436901	8104367504	63	2773	0	5193	0	3	359557207	530491108	16	0.816398553870359	1.0
	1145672	1146154		+	-	CCNA_01049	hypothetical protein	19176	6699	3550	43894	23270	20652	11	7106064598	54758057113	60	0	0	0	0	0	0	244	0	1.0	1.0
	1146283	1147911		+	-	CCNA_01050	ABC transporter ATP-binding protein	18810	0	9056	43056	0	52684	3	47335075521	65440111032	19	1050	0	1966	0	0	34943341	77707840	0	3.78652463598401E-63	1.7577219474993954E-61
	1148357	1151464		+	-	CCNA_01051	TonB-dependent receptor	10197	0	186	23341	0	1082	0	7715741089	6001850327	2	33299	0	62360	0	2	140132432511	64230235170	10	0.7225326943920741	1.0
	1151554	1152276		+	-	CCNA_01052	SapC family protein	6632	138	3200	15180	479	18616	2	3640231052	10951108510	15	0	0	0	0	0	0	244	0	1.0	1.0
	1152201	1153307		+	-	CCNA_01053	acetyltransferase	2499	0	0	5720	0	0	0	278743658	346155060	1	17250	0	32304	0	3	28905409678	22865985974	14	0.002293140900100107	0.02873460299665318
	1153331	1154830		+	-	CCNA_01054	tryptophan halogenase	3100	0	3050	7095	0	17743	0	3034678894	6180614826	5	4598	0	8610	0	0	1209961547	1405070201	2	0.6183130020232834	1.0
	1156148	1154844		-	-	CCNA_01055	GT1 family glyscosyl transferase	30679	0	0	70224	0	0	4	114556529121	36268264529	17	8699	1700	16290	27864	1	2461072187	35428951072	16	0.5138168472329728	1.0
	1157466	1156159		-	-	CCNA_01056	methyltransferase	25304	3450	9749	57921	11984	56716	5	40101421033	129567251417	32	11700	300	21910	4917	1	6186031751	16845452274	10	0.6981661092680895	1.0
	1159047	1157551		-	-	CCNA_01057	conserved hypothetical protein	472383	49256	57130	1081289	171105	332363	70	44386148655880	60283730400844	352	137598	3456	257683	56646	19	2326089349467	1800668084913	104	0.6933831188759986	1.0
	1159429	1159130		-	-	CCNA_01058	helix-turn-helix transcriptional regulator	419052	94197	173994	959214	327220	1012240	415	24804344354280	137408472503316	2554	165661	9777	310238	160252	118	1151557797601	4611477594256	784	0.6856286979596571	1.0
	1159693	1162773		+	rsaA	CCNA_01059	S-layer protein rsaA	2270877	158018	127527	5198061	548921	741910	150	2558524567547366	1845507782576264	702	772839	34524	1447318	565874	53	80766515631927	137157902448989	326	0.6528977468672836	1.0
	1163016	1164752		+	rsaD	CCNA_01060	type I protein secretion ATP-binding protein RsaD	41248	19798	2950	94417	68774	17162	6	106615502826	303521067464	34	30997	6180	58048	101294	4	58214915412	412711121219	45	0.5617330243652545	1.0
	1164820	1166130		+	rsaE	CCNA_01061	type I secretion adaptor protein RsaE	25610	0	150	58621	0	872	3	72960662399	26405589712	15	0	3350	0	54909	0	103254381125	50814133923	20	0.5609312313007065	1.0
	1166270	1167247		+	-	CCNA_01062	GDP-mannose 4,6 dehydratase	5199	5250	2350	11900	18237	13671	2	272140076	15904884120	14	26672	2501	49949	40993	6	1329957641	132000772783	46	0.6799513851154513	1.0
	1167247	1167894		+	perB	CCNA_01063	UDP-perosamine 4-acetyl transferase	1250	0	0	2861	0	0	0	52856387	58243207	1	9148	0	17131	0	2	6307285984	7059310850	13	5.072054822388102E-5	8.254718704962309E-4
	1167891	1169006		+	-	CCNA_01064	perosamine synthetase	4051	0	0	9272	0	0	0	888527188	1032541990	2	0	0	0	0	0	0	244	0	1.0	1.0
	1169010	1170047		+	-	CCNA_01065	glycosyltransferase	9200	6100	0	21058	21190	0	2	6411099836	15060225013	13	450	5701	842	93443	1	361944206345	140351240258	45	0.687214659827925	1.0
	1170058	1171095		+	-	CCNA_01066	glycosyltransferase	3800	0	0	8698	0	0	0	762186154	891131335	2	0	0	0	0	0	0	244	0	1.0	1.0
	1171152	1172735		+	rsaFa	CCNA_01067	type I secretion outer membrane protein RsaFa	441513	33241	41332	1010627	115472	240456	59	44188934739544	42549897484439	287	179115	4936	335433	80904	23	4097636750375	3455975001551	131	0.6349809367616958	1.0
	1174130	1172841		-	-	CCNA_01068	glycosyltransferase	6600	0	50	15107	0	290	0	2802699086	2821664045	3	34196	1500	64039	24586	5	46704215710	126307358986	34	0.0033382503581347437	0.04070672451635949
	1174284	1175819		+	-	CCNA_01069	methyltransferase	28632	50	6410	65538	173	37291	4	68793354891	77015622316	22	21399	0	40074	0	2	48488022266	31067714823	13	0.6052887916212659	1.0
1175968			1176304	+	-	CCNA_R0025	small non-coding RNA	2300	0	0	5264	0	0	1	228356114	280817862	5	0	0	0	0	0	0	244	0	1.0	1.0
1176250			1176311	+	-	CCNA_R0131	small non-coding RNA	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	1177257	1176508		-	-	CCNA_01070	conserved hypothetical protein	6900	21349	11351	15794	74161	66036	9	63057637621	223637338935	69	0	0	0	0	0	0	244	0	1.0	1.0
	1178732	1177299		-	-	CCNA_01071	alpha-ketoglutarate permease	21106	200	6649	48311	694	38681	3	36507962681	54602299333	20	21997	1950	41194	31961	3	1430825978	87777725555	25	0.5412646505211287	1.0
	1179061	1178906		-	-	CCNA_01072	conserved hypothetical protein	6899	2898	2100	15791	10067	12217	13	202604531	12962043341	81	8201	0	15358	0	10	4852518468	5951240810	49	0.6053714899144897	1.0
	1179557	1179165		-	-	CCNA_01073	zinc-finger protein	39686	1500	300	90841	5210	1745	19	193758626372	68580482670	82	0	0	0	0	0	0	244	0	1.0	1.0
	1179754	1179617		-	-	CCNA_01074	entericidin B-like protein	208435	7930	4676	477109	27547	27203	290	9875258091449	3956390285981	1284	45302	890	84838	14587	67	186521985966	154122416651	360	0.8899071113291621	1.0
	1180265	1179849		-	-	CCNA_01075	beta/gamma crystallin family protein	293624	2614	13814	672108	9080	80365	134	22210536398668	9243370058328	608	164395	2896	307867	47467	81	4328150531388	2381567270464	426	0.5601637692070113	1.0
	1180887	1180276		-	-	CCNA_01076	beta/gamma crystallin family protein	2109148	86357	93017	4827861	299986	541142	678	2369392417775298	1394294824662256	3087	513835	2131	962273	34928	171	91231162430174	26123464007543	814	0.7157188737784839	1.0
	1183075	1180973		-	-	CCNA_01077	penicillin acylase	24566	16074	2922	56231	55837	16999	3	27988804861	136896251682	20	27438	4563	51383	74791	3	13342534863	237989403797	29	0.5778544872341431	1.0
	1183239	1183991		+	-	CCNA_01078	methyltransferase	89223	30447	18646	204232	105766	108476	33	249576113393	2012295499482	185	105700	8350	197947	136862	30	133354290483	2069207998312	222	0.5448929257989483	1.0
	1184190	1184014		-	-	CCNA_01079	hypothetical protein	18749	0	0	42916	0	0	19	35135056959	15416411629	80	17699	5100	33145	83592	26	84249791034	205680519445	329	0.7467375927946794	1.0
	1184254	1184817		+	-	CCNA_01080	hypothetical protein	2516759	1046205	709748	5760887	3634296	4129082	1374	324641754193365	11664807437326326	7993	683858	25614	1280680	419832	255	76311070293279	88321942326329	1507	0.7977134081097682	1.0
